ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TX_12343,2025-02-11 04:40:00,CLI_394,Luminária,Casa,1175.56,3,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_12344,2026-01-15 08:30:00,CLI_503,Camiseta,Vestuário,460.12,2,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12345,2025-11-21 15:48:00,CLI_606,Biografia,Livros,562.33,3,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_12346,2025-06-14 23:02:00,CLI_428,Tênis,Vestuário,1946.19,2,Salvador/BA/Brasil,Cartão de Crédito,Em Processamento
TX_12347,2025-03-13 10:40:00,CLI_203,Jogo de Cama,Casa,1430.19,5,Bom Despacho/MG/Brasil,Pix,Cancelado
TX_12348,2025-02-04 01:52:00,CLI_444,Luminária,Casa,3208.09,5,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_12349,2025-02-17 08:49:00,CLI_558,Cafeteira,Casa,1597.57,3,Salvador/BA/Brasil,Pix,Concluído
TX_12350,2026-01-31 04:49:00,CLI_404,Jogo de Cama,Casa,1542.69,5,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12351,2025-07-02 19:49:00,CLI_407,Smartwatch,Eletrônicos,2462.61,5,São Paulo/SP/Brasil,Pix,Concluído
TX_12352,2025-04-15 01:15:00,CLI_441,Cafeteira,Casa,,5,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12353,2025-09-29 07:25:00,CLI_531,Calça Jeans,Vestuário,304.76,1,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12354,2025-01-20 17:30:00,CLI_585,Calça Jeans,Vestuário,1778.51,2,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_12355,2025-10-06 16:13:00,CLI_301,Jogo de Cama,Casa,48.6,5,Curitiba/PR/Brasil,Pix,Concluído
TX_12356,2025-04-03 04:10:00,CLI_555,Luminária,Casa,2424.91,4,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12357,2025-09-20 01:42:00,CLI_203,Jogo de Cama,Casa,1798.92,1,Curitiba/PR/Brasil,Pix,Cancelado
TX_12358,2025-05-23 13:01:00,CLI_608,Biografia,Livros,320.36,4,Bom Despacho/MG/Brasil,Pix,Cancelado
TX_12359,2025-02-03 10:35:00,CLI_329,Jaqueta,Vestuário,746.5,4,Salvador/BA/Brasil,Cartão de Crédito,Em Processamento
TX_12360,2025-05-15 11:39:00,CLI_153,Cadeira Escritório,Casa,2139.43,5,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_12361,2025-09-30 20:19:00,CLI_667,Smartphone,Eletrônicos,1200.89,2,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12362,2025-02-18 02:54:00,CLI_653,Tênis,Vestuário,2086.66,5,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12363,2025-05-22 17:33:00,CLI_895,Tênis,Vestuário,1815.71,5,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_12364,2025-03-29 19:09:00,CLI_997,Desenvolvimento Pessoal,Livros,1307.71,4,Curitiba/PR/Brasil,Pix,Em Processamento
TX_12365,2026-01-15 03:47:00,CLI_962,Jogo de Cama,Casa,2079.29,2,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_12366,2025-11-08 22:32:00,CLI_778,História,Livros,2962.36,1,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_12367,2025-08-25 00:29:00,CLI_436,Jaqueta,Vestuário,2630.89,5,São Paulo/SP/Brasil,Pix,Concluído
TX_12368,2025-04-16 14:31:00,CLI_608,Luminária,Casa,2665.51,2,Bom Despacho/MG/Brasil,Boleto Bancário,Cancelado
TX_12369,2026-01-07 07:25:00,CLI_753,Smartphone,Eletrônicos,118.45,5,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12370,2025-10-23 08:23:00,CLI_724,Ficção Científica,Livros,3451.46,4,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12371,2025-01-06 00:46:00,CLI_855,Cafeteira,Casa,2785.32,5,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12372,2025-10-23 01:36:00,CLI_479,Smartwatch,Eletrônicos,1114.95,5,Curitiba/PR/Brasil,Pix,Cancelado
TX_12373,2025-02-15 21:26:00,CLI_948,Calça Jeans,Vestuário,2304.62,5,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12374,2025-04-10 04:19:00,CLI_789,Ficção Científica,Livros,1390.05,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Em Processamento
TX_12375,2025-05-08 18:10:00,CLI_228,Camiseta,Vestuário,2987.12,4,São Paulo/SP/Brasil,Pix,Concluído
TX_12376,2025-05-05 14:33:00,CLI_143,Cafeteira,Casa,2015.28,5,São Paulo/SP/Brasil,Pix,Em Processamento
TX_12377,2025-05-26 11:11:00,CLI_162,Smartphone,Eletrônicos,3079.43,3,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_12378,2025-06-25 23:47:00,CLI_914,Jaqueta,Vestuário,2757.76,4,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_12379,2025-02-10 07:24:00,CLI_806,Biografia,Livros,1230.15,5,Curitiba/PR/Brasil,Pix,Em Processamento
TX_12380,2025-05-04 21:07:00,CLI_161,Calça Jeans,Vestuário,2469.54,3,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12381,2025-11-21 09:57:00,CLI_561,Ficção Científica,Livros,2334.82,1,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12382,2025-10-27 16:38:00,CLI_681,História,Livros,662.99,3,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12383,2025-07-21 23:10:00,CLI_728,Desenvolvimento Pessoal,Livros,163.42,2,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12384,2025-08-22 00:57:00,CLI_975,História,Livros,567.05,5,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_12385,2025-05-08 10:04:00,CLI_281,Ficção Científica,Livros,1831.52,4,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12386,2025-01-18 03:34:00,CLI_738,Smartwatch,Eletrônicos,3497.13,4,São Paulo/SP/Brasil,Pix,Concluído
TX_12387,2025-05-16 01:27:00,CLI_482,Cafeteira,Casa,3372.22,1,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_12388,2025-04-20 00:16:00,CLI_370,Notebook,Eletrônicos,512.34,4,Curitiba/PR/Brasil,Cartão de Crédito,Cancelado
TX_12389,2025-11-21 08:50:00,CLI_792,Camiseta,Vestuário,958.0,1,Bom Despacho/MG/Brasil,Boleto Bancário,Em Processamento
TX_12390,2025-01-12 19:38:00,CLI_521,Tênis,Vestuário,2019.34,1,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_12391,2025-11-17 23:37:00,CLI_103,Desenvolvimento Pessoal,Livros,2000.29,2,Salvador/BA/Brasil,Boleto Bancário,Em Processamento
TX_12392,2025-06-13 11:58:00,CLI_214,Cadeira Escritório,Casa,2997.04,2,Bom Despacho/MG/Brasil,Pix,Em Processamento
TX_12393,2025-03-05 15:28:00,CLI_372,Biografia,Livros,3110.61,1,Curitiba/PR/Brasil,Boleto Bancário,Cancelado
TX_12394,2025-05-19 01:11:00,CLI_307,Smartphone,Eletrônicos,1078.16,2,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_12395,2025-10-08 16:02:00,CLI_553,Smartwatch,Eletrônicos,2286.87,3,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12396,2025-05-26 16:12:00,CLI_560,Calça Jeans,Vestuário,63.53,3,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_12397,2025-02-27 11:54:00,CLI_297,Smartphone,Eletrônicos,1801.59,4,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_12398,2025-06-28 09:01:00,CLI_906,Jaqueta,Vestuário,596.5,1,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12399,2025-11-09 01:11:00,CLI_841,Calça Jeans,Vestuário,2288.52,4,São Paulo/SP/Brasil,Pix,Concluído
TX_12400,2025-02-03 00:40:00,CLI_157,Fone de Ouvido,Eletrônicos,2479.86,4,Bom Despacho/MG/Brasil,Boleto Bancário,Em Processamento
TX_12401,2025-04-21 05:26:00,CLI_377,Luminária,Casa,1308.74,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12402,2025-06-08 03:22:00,CLI_749,Smartwatch,Eletrônicos,3233.74,2,Salvador/BA/Brasil,Pix,Em Processamento
TX_12403,2026-01-09 19:02:00,CLI_586,Ficção Científica,Livros,541.32,4,Salvador/BA/Brasil,Pix,Em Processamento
TX_12404,2025-04-01 12:44:00,CLI_180,Biografia,Livros,3471.62,3,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12405,2025-12-22 22:02:00,CLI_789,Luminária,Casa,760.74,4,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_12406,2025-06-06 13:03:00,CLI_638,Smartphone,Eletrônicos,1519.2,4,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12407,2025-10-07 13:37:00,CLI_559,Ficção Científica,Livros,2435.19,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12408,2025-06-21 08:04:00,CLI_500,Smartphone,Eletrônicos,3128.02,4,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12409,2025-07-29 18:33:00,CLI_697,Fone de Ouvido,Eletrônicos,123.65,3,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_12410,2025-02-19 16:53:00,CLI_349,Luminária,Casa,490.92,5,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12411,2025-08-25 03:03:00,CLI_294,Biografia,Livros,2637.93,1,Salvador/BA/Brasil,Boleto Bancário,Cancelado
TX_12412,2025-02-25 06:58:00,CLI_653,Calça Jeans,Vestuário,2848.29,5,São Paulo/SP/Brasil,Cartão de Crédito,Em Processamento
TX_12413,2025-09-11 04:51:00,CLI_290,Ficção Científica,Livros,433.03,3,Curitiba/PR/Brasil,Pix,Concluído
TX_12414,2025-02-26 19:26:00,CLI_271,Ficção Científica,Livros,1921.84,1,Curitiba/PR/Brasil,Pix,Concluído
TX_12415,2025-05-06 13:53:00,CLI_155,Desenvolvimento Pessoal,Livros,3441.63,2,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_12416,2025-07-04 04:55:00,CLI_195,Jogo de Cama,Casa,2273.09,1,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12417,2025-05-19 02:48:00,CLI_245,Calça Jeans,Vestuário,3340.91,1,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12418,2025-04-03 12:49:00,CLI_731,Cadeira Escritório,Casa,93.77,2,Curitiba/PR/Brasil,Pix,Concluído
TX_12419,2025-03-08 16:03:00,CLI_518,Luminária,Casa,289.98,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12420,2025-06-26 23:37:00,CLI_467,Notebook,Eletrônicos,2051.45,3,Bom Despacho/MG/Brasil,Cartão de Crédito,Cancelado
TX_12421,2025-02-24 19:37:00,CLI_783,Notebook,Eletrônicos,399.88,5,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12422,2025-07-27 23:59:00,CLI_392,Jaqueta,Vestuário,2567.79,5,Salvador/BA/Brasil,Pix,Concluído
TX_12423,2025-12-12 14:22:00,CLI_229,História,Livros,760.42,4,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_12424,2025-05-13 00:48:00,CLI_623,Cafeteira,Casa,2625.97,4,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_12425,2025-01-17 16:44:00,CLI_398,Smartphone,Eletrônicos,2174.69,5,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_12426,2025-01-26 13:46:00,CLI_684,Desenvolvimento Pessoal,Livros,2583.37,5,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_12427,2025-04-28 09:30:00,CLI_653,Calça Jeans,Vestuário,952.52,4,Bom Despacho/MG/Brasil,Pix,Cancelado
TX_12428,2025-04-25 19:35:00,CLI_640,Notebook,Eletrônicos,1444.61,3,São Paulo/SP/Brasil,Pix,Concluído
TX_12429,2025-02-03 05:40:00,CLI_304,Camiseta,Vestuário,2606.03,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12430,2025-01-01 07:06:00,CLI_879,Fone de Ouvido,Eletrônicos,774.05,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_12431,2026-01-16 13:45:00,CLI_564,Biografia,Livros,848.87,1,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12432,2025-05-10 04:03:00,CLI_515,Smartphone,Eletrônicos,2797.15,1,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12433,2025-03-13 23:23:00,CLI_606,Biografia,Livros,717.37,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_12434,2025-01-05 18:29:00,CLI_914,Ficção Científica,Livros,2569.7,3,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_12435,2025-07-18 08:21:00,CLI_141,História,Livros,191.56,5,Bom Despacho/MG/Brasil,Boleto Bancário,Em Processamento
TX_12436,2025-08-11 04:03:00,CLI_199,Jogo de Cama,Casa,2534.7,2,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12437,2025-02-17 22:36:00,CLI_718,Smartphone,Eletrônicos,1950.21,3,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12438,2025-06-08 05:07:00,CLI_118,Jogo de Cama,Casa,674.06,3,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12439,2025-06-15 08:09:00,CLI_384,Fone de Ouvido,Eletrônicos,1453.86,1,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12440,2025-10-25 09:19:00,CLI_983,Desenvolvimento Pessoal,Livros,1424.41,4,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_12441,2025-03-12 09:06:00,CLI_759,Smartphone,Eletrônicos,2527.75,2,Salvador/BA/Brasil,Boleto Bancário,Em Processamento
TX_12442,2025-12-01 07:35:00,CLI_625,Notebook,Eletrônicos,1571.88,3,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12443,2025-09-29 11:49:00,CLI_612,Biografia,Livros,3107.04,4,São Paulo/SP/Brasil,Pix,Concluído
TX_12444,2025-07-03 21:44:00,CLI_297,Jaqueta,Vestuário,1449.38,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12445,2025-05-31 02:58:00,CLI_263,Ficção Científica,Livros,2174.85,5,São Paulo/SP/Brasil,Cartão de Crédito,Em Processamento
TX_12446,2025-03-01 23:26:00,CLI_528,Luminária,Casa,3284.86,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12447,2025-12-07 13:34:00,CLI_217,Luminária,Casa,3093.54,1,Bom Despacho/MG/Brasil,Pix,Em Processamento
TX_12448,2025-05-16 14:33:00,CLI_518,Calça Jeans,Vestuário,97.01,1,São Paulo/SP/Brasil,Cartão de Crédito,Em Processamento
TX_12449,2025-02-14 01:00:00,CLI_191,Calça Jeans,Vestuário,2536.07,2,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_12450,2025-02-15 04:16:00,CLI_130,Ficção Científica,Livros,2297.2,3,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12451,2025-08-11 11:05:00,CLI_329,Smartwatch,Eletrônicos,3345.69,3,Curitiba/PR/Brasil,Pix,Cancelado
TX_12452,2025-03-15 15:00:00,CLI_529,Fone de Ouvido,Eletrônicos,3456.7,3,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12453,2025-05-02 00:14:00,CLI_474,Smartphone,Eletrônicos,1754.78,2,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12454,2025-05-01 11:56:00,CLI_671,Biografia,Livros,3364.44,1,Bom Despacho/MG/Brasil,Pix,Cancelado
TX_12455,2026-01-23 03:27:00,CLI_867,Calça Jeans,Vestuário,2382.67,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12456,2025-09-18 13:22:00,CLI_967,História,Livros,1472.79,4,São Paulo/SP/Brasil,Pix,Cancelado
TX_12457,2025-02-09 21:12:00,CLI_552,Calça Jeans,Vestuário,3095.3,4,Bom Despacho/MG/Brasil,Boleto Bancário,Cancelado
TX_12458,2025-08-28 02:44:00,CLI_778,Cafeteira,Casa,571.36,1,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_12459,2025-07-31 03:42:00,CLI_925,Luminária,Casa,1793.26,5,São Paulo/SP/Brasil,Boleto Bancário,Cancelado
TX_12460,2025-05-01 10:41:00,CLI_984,Jogo de Cama,Casa,962.49,2,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12461,2025-10-08 05:12:00,CLI_213,Cadeira Escritório,Casa,540.59,3,Curitiba/PR/Brasil,Boleto Bancário,Cancelado
TX_12462,2025-07-02 08:45:00,CLI_688,Cafeteira,Casa,2753.01,1,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12463,2025-02-21 22:53:00,CLI_827,Luminária,Casa,2149.42,2,São Paulo/SP/Brasil,Boleto Bancário,Em Processamento
TX_12464,2025-05-08 00:05:00,CLI_977,Notebook,Eletrônicos,2345.39,2,Curitiba/PR/Brasil,Pix,Concluído
TX_12465,2025-09-15 06:06:00,CLI_841,Cafeteira,Casa,240.73,5,Salvador/BA/Brasil,Pix,Em Processamento
TX_12466,2025-07-27 08:51:00,CLI_986,Ficção Científica,Livros,,3,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_12467,2025-03-24 12:39:00,CLI_418,Notebook,Eletrônicos,698.32,3,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12468,2025-12-29 13:42:00,CLI_152,Camiseta,Vestuário,1098.68,5,São Paulo/SP/Brasil,Pix,Concluído
TX_12469,2025-02-21 21:54:00,CLI_993,Jaqueta,Vestuário,1775.75,1,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12470,2025-02-23 20:17:00,CLI_557,Camiseta,Vestuário,1934.39,5,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_12471,2025-05-22 01:06:00,CLI_113,Smartphone,Eletrônicos,746.35,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12472,2025-10-29 15:55:00,CLI_880,Smartwatch,Eletrônicos,2288.03,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12473,2025-12-17 21:03:00,CLI_869,Biografia,Livros,3467.33,5,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12474,2025-06-18 12:26:00,CLI_109,Cadeira Escritório,Casa,2205.97,1,Salvador/BA/Brasil,Cartão de Crédito,Cancelado
TX_12475,2025-09-29 05:39:00,CLI_823,Jogo de Cama,Casa,431.04,4,Bom Despacho/MG/Brasil,Cartão de Crédito,Em Processamento
TX_12476,2025-03-12 15:58:00,CLI_713,Ficção Científica,Livros,2665.18,2,Curitiba/PR/Brasil,Pix,Concluído
TX_12477,2025-01-15 18:51:00,CLI_806,Ficção Científica,Livros,1799.27,5,Curitiba/PR/Brasil,Pix,Concluído
TX_12478,2026-01-24 20:04:00,CLI_748,Calça Jeans,Vestuário,3457.64,3,Salvador/BA/Brasil,Pix,Cancelado
TX_12479,2025-06-23 07:44:00,CLI_141,Notebook,Eletrônicos,1574.22,4,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_12480,2025-10-08 00:30:00,CLI_789,Notebook,Eletrônicos,2533.94,5,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12481,2025-03-28 22:13:00,CLI_363,Ficção Científica,Livros,2346.92,3,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12482,2025-03-25 04:08:00,CLI_500,Jaqueta,Vestuário,2054.0,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Cancelado
TX_12483,2025-07-23 22:44:00,CLI_583,Cadeira Escritório,Casa,84.43,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12484,2025-12-20 04:02:00,CLI_351,Smartwatch,Eletrônicos,2029.55,3,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12485,2026-01-12 03:56:00,CLI_958,Fone de Ouvido,Eletrônicos,1431.9,3,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_12486,2025-01-05 07:25:00,CLI_302,Smartphone,Eletrônicos,1283.47,5,Curitiba/PR/Brasil,Pix,Concluído
TX_12487,2025-11-14 18:22:00,CLI_986,Jogo de Cama,Casa,789.13,2,São Paulo/SP/Brasil,Pix,Em Processamento
TX_12488,2025-01-13 00:20:00,CLI_408,Luminária,Casa,3196.37,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12489,2025-01-24 05:01:00,CLI_203,Fone de Ouvido,Eletrônicos,1298.53,1,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_12490,2025-07-26 08:21:00,CLI_336,Cadeira Escritório,Casa,2342.1,5,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12491,2025-01-02 11:07:00,CLI_117,Luminária,Casa,2873.35,3,São Paulo/SP/Brasil,Pix,Cancelado
TX_12492,2025-09-16 19:58:00,CLI_906,Jogo de Cama,Casa,1494.33,1,Curitiba/PR/Brasil,Pix,Cancelado
TX_12493,2026-01-17 03:47:00,CLI_240,Tênis,Vestuário,1917.84,1,Bom Despacho/MG/Brasil,Pix,Cancelado
TX_12494,2025-04-30 20:12:00,CLI_481,Luminária,Casa,2681.29,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_12495,2025-03-21 12:50:00,CLI_974,Cafeteira,Casa,3287.03,1,Bom Despacho/MG/Brasil,Boleto Bancário,Em Processamento
TX_12496,2026-01-11 13:05:00,CLI_119,Biografia,Livros,549.98,3,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12497,2025-08-28 04:49:00,CLI_137,Cadeira Escritório,Casa,1262.99,4,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_12498,2025-09-14 15:49:00,CLI_225,Biografia,Livros,1275.36,3,São Paulo/SP/Brasil,Boleto Bancário,Cancelado
TX_12499,2025-04-21 03:20:00,CLI_598,Jaqueta,Vestuário,1123.4,2,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12500,2025-02-07 10:17:00,CLI_615,Jaqueta,Vestuário,2965.67,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_12501,2025-10-16 05:53:00,CLI_440,Ficção Científica,Livros,919.57,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_12502,2025-04-06 18:56:00,CLI_628,Biografia,Livros,2921.16,1,Curitiba/PR/Brasil,Pix,Cancelado
TX_12503,2025-01-06 15:12:00,CLI_768,Desenvolvimento Pessoal,Livros,3124.9,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Cancelado
TX_12504,2025-04-17 18:43:00,CLI_510,Notebook,Eletrônicos,1673.47,2,Bom Despacho/MG/Brasil,Pix,Em Processamento
TX_12505,2025-08-09 17:12:00,CLI_955,Calça Jeans,Vestuário,1671.01,1,Salvador/BA/Brasil,Pix,Concluído
TX_12506,2025-12-14 07:58:00,CLI_280,Cadeira Escritório,Casa,215.51,3,Salvador/BA/Brasil,Pix,Concluído
TX_12507,2025-01-14 23:27:00,CLI_637,Luminária,Casa,3303.41,5,Bom Despacho/MG/Brasil,Cartão de Crédito,Cancelado
TX_12508,2025-06-17 20:20:00,CLI_974,Jaqueta,Vestuário,1581.06,3,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_12509,2025-08-19 01:58:00,CLI_854,Tênis,Vestuário,1665.81,5,Curitiba/PR/Brasil,Pix,Cancelado
TX_12510,2025-03-23 14:53:00,CLI_970,Cafeteira,Casa,283.26,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Em Processamento
TX_12511,2025-09-02 07:10:00,CLI_980,Jogo de Cama,Casa,1417.51,2,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_12512,2025-03-31 21:57:00,CLI_250,Camiseta,Vestuário,1695.28,1,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Cancelado
TX_12513,2025-11-07 04:07:00,CLI_603,Cadeira Escritório,Casa,386.53,2,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_12514,2025-05-28 09:09:00,CLI_957,Tênis,Vestuário,1940.42,5,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12515,2025-02-23 14:30:00,CLI_692,Fone de Ouvido,Eletrônicos,42.4,5,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12516,2025-10-19 18:45:00,CLI_114,Notebook,Eletrônicos,348.36,3,Curitiba/PR/Brasil,Cartão de Crédito,Cancelado
TX_12517,2025-02-01 14:24:00,CLI_659,Cadeira Escritório,Casa,103.08,1,São Paulo/SP/Brasil,Pix,Cancelado
TX_12518,2025-07-24 06:37:00,CLI_556,Notebook,Eletrônicos,3106.52,1,São Paulo/SP/Brasil,Pix,Concluído
TX_12519,2025-04-12 07:07:00,CLI_289,Fone de Ouvido,Eletrônicos,1455.24,4,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_12520,2025-04-25 03:51:00,CLI_983,Cadeira Escritório,Casa,2832.06,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_12521,2025-10-12 00:10:00,CLI_652,História,Livros,789.69,5,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Cancelado
TX_12522,2025-03-22 11:56:00,CLI_730,Cafeteira,Casa,2553.92,5,São Paulo/SP/Brasil,Pix,Concluído
TX_12523,2025-08-25 23:55:00,CLI_261,Calça Jeans,Vestuário,3469.7,4,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Em Processamento
TX_12524,2025-03-02 13:13:00,CLI_327,Notebook,Eletrônicos,1227.99,1,Salvador/BA/Brasil,Pix,Em Processamento
TX_12525,2025-08-09 14:19:00,CLI_563,Ficção Científica,Livros,1392.04,3,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Cancelado
TX_12526,2025-04-16 20:04:00,CLI_600,Tênis,Vestuário,937.74,5,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12527,2025-10-07 14:50:00,CLI_408,Ficção Científica,Livros,2858.98,4,Salvador/BA/Brasil,Boleto Bancário,Cancelado
TX_12528,2025-03-28 01:31:00,CLI_658,Cadeira Escritório,Casa,50.65,1,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_12529,2026-01-31 02:39:00,CLI_480,Notebook,Eletrônicos,2721.55,3,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Em Processamento
TX_12530,2025-10-05 19:32:00,CLI_135,Fone de Ouvido,Eletrônicos,2052.96,2,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_12531,2025-03-30 00:13:00,CLI_271,Calça Jeans,Vestuário,867.7,1,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_12532,2025-01-31 03:52:00,CLI_733,Cafeteira,Casa,3098.31,2,Bom Despacho/MG/Brasil,Pix,Concluído
TX_12533,2025-07-27 19:49:00,CLI_616,Luminária,Casa,2848.86,5,Rio de Janeiro/RJ/Brasil,Pix,Concluído
